Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
activation of protein kinase B activity (GO:0032148)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	PRR5;PDPK1;INSR;MLST8;IL18;GAS6
negative regulation of DNA biosynthetic process (GO:2000279)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	BMPR2;DACH1;GNL3L;POT1;TERF1;DCP2
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	UFL1;CBFB;FOXH1;AXIN1;BRCA1;DNAAF4
protein localization to lysosome (GO:0061462)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	SCARB2;SNX16;CD81;NEDD4;NCOA4;SORL1
positive regulation of phospholipase C activity (GO:0010863)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	GNA15;GNAQ;KIT;FGF2;PLCB2;FGFR1
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	BCL2L11;YWHAB;BMF;DYNLL1;YWHAZ;YWHAH
regulation of blood coagulation (GO:0030193)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	THBD;DMTN;F12;ENPP4;APOE;TFPI
regulation of sodium ion transmembrane transport (GO:1902305)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	DLG1;ATP2B4;NEDD4L;COMMD1;FXYD5;YWHAH
chondroitin sulfate metabolic process (GO:0030204)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	CSGALNACT1;VCAN;CHST7;CHPF;IDUA;HYAL1
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	BCL2L11;YWHAB;BMF;DYNLL1;YWHAZ;YWHAH
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	CCND3;CCNT2;CCND2;RGCC;CCNL2;PKD2
intracellular steroid hormone receptor signaling pathway (GO:0030518)	13/66	0.588338433984637	1	0	0	0.975822130144647	0.517627706784671	RB1;NCOA4;FHL2;AKR1B1;TRIP4;BRCA1;PIAS2;MED14;NR6A1;MED30;CCNE1;NEDD4;CTNNB1
JNK cascade (GO:0007254)	13/66	0.588338433984637	1	0	0	0.975822130144647	0.517627706784671	TNFRSF19;AXIN1;HACD3;MAPK9;IRAK1;ADORA2B;IRAK2;TNIK;BIRC7;MAP3K13;UBA52;MAP4K3;ARHGEF6
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	SGTA;PTEN;AXIN1;CCDC22;HIPK2
positive regulation of nuclear division (GO:0051785)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	NPM2;RGCC;INSR;NUP62;AURKA
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	SPRED1;SNAI1;SNAI2;HIC1;CD44
positive regulation of filopodium assembly (GO:0051491)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	DOCK11;TGFB3;PALM;FSCN1;FNBP1L
monocarboxylic acid catabolic process (GO:0072329)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	NUDT7;IDUA;LPIN1;LPIN2;LPIN3
regulation of lamellipodium assembly (GO:0010591)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	NCKAP1;FER;DMTN;ARPC2;FSCN1
negative regulation of epithelial to mesenchymal transition (GO:0010719)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	EFNA1;MAD2L2;PTEN;ADIPOR1;VASN
protein depolymerization (GO:0051261)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	KIF2A;VPS4B;MICAL3;STMN3;KIF24
regulation of vascular smooth muscle cell proliferation (GO:1904705)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	FGF9;TGFB3;TPM1;PDCD4;FGF2
neutral amino acid transport (GO:0015804)	5/25	0.588450080110669	1	0	0	0.990834778300718	0.52540320190243	SLC36A1;SLC6A19;SLC6A9;SLC43A1;SLC38A5
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	169/848	0.589305002411087	1	0	0	0.987329466585032	0.522111075945909	ATF2;APP;ZNF175;CCNT2;SMARCB1;PLXND1;CD81;SCX;RORA;IKZF1;IKZF2;NR3C1;GABPB1;FGF2;ELK3;ELK4;CREB3L4;ZMIZ1;MYB;CCNL2;IER5;RNF111;ZBTB38;FOXH1;SOX12;RUNX2;SUB1;PRKD2;PGR;ERG;ATF5;ATF6;CLOCK;UBA52;ZFPM1;SKAP1;PAXIP1;BEX1;CTBP2;EPAS1;TNKS;GATA5;FOXO4;PIK3R1;ZNF24;FOXO3;GATA1;SUPT6H;FOXO1;GLIS2;RAI1;TERT;MYO6;ZBED1;RPRD1B;TP53BP1;OTX1;ZNF300;SMAD2;WWTR1;ZNF143;SMAD1;SMAD4;JAG1;SMAD3;FZD5;BTBD18;TGFB3;SS18L1;EAF2;LIF;PBX2;HMGA2;NFATC2;NFATC1;ERLIN2;SMARCA2;CDK9;MLXIPL;AHI1;RGCC;SP1;AGO2;CAPRIN2;TAF4B;TCF4;TCF3;NFE2L1;CIITA;BMPR2;THRB;LDB1;AKAP8L;AKR1B1;BRCA1;HMGB1;EFCAB7;PKD2;LITAF;PPP3CA;FLCN;MED14;HHEX;DBP;SIN3A;ZNF649;HYAL2;MLX;MYBL2;TEAD1;TEAD3;VENTX;SS18;SREBF1;TFE3;IL18;TET1;KLF15;POU5F1;KAT2B;ELF1;GAL;CREB1;RBL1;ELF4;TAL1;MED21;TET3;AHRR;PRKN;CEBPA;HDAC5;RNASEL;CEBPB;UHRF1;DOT1L;NLRC5;NR2C2;ARNTL2;RELB;DDN;MUC1;RXRA;HSF2;ANKAR;E2F2;STAT6;E2F3;HES1;E2F4;TBL1X;WWOX;CDKN2B;PCGF5;NR1H2;MACC1;GRHL1;POU4F1;HIPK2;PSMC3;NFIA;TAF7;CTNNB1;LPIN1;SSBP2;PFKM;LPIN2;RBMX;LPIN3
negative regulation of viral life cycle (GO:1903901)	12/61	0.59067966174309	1	0	0	0.974591585213821	0.51310437732955	SRPK2;ISG20;PARP10;IFITM1;TRIM6;RNASEL;RSAD2;TRIM5;ISG15;ZC3HAV1;IFIT1;TRIM32
phosphatidylinositol metabolic process (GO:0046488)	22/112	0.594564562790572	1	0	0	0.973141300116777	0.505961433043519	PLA2G12A;TMEM150A;SACM1L;INPPL1;PTEN;ZFYVE21;PIK3R3;PIK3R1;PLEKHA4;FGF2;MTM1;INPP4A;EFR3A;INPP5F;IMPA1;PITPNM1;PIK3CA;RAB14;INPP5K;PIK3C3;IP6K1;RAB5A
positive regulation of cell cycle process (GO:0090068)	21/107	0.595835637587734	1	0	0	0.972314502070798	0.503455140047941	GEN1;GPSM2;CENPV;NPM2;INSR;KIF14;HMGA2;WIZ;FOXO4;BRCA1;PKD2;POU4F1;NDC80;AURKB;AURKA;RGCC;MYBBP1A;RAD21;ID2;NUP62;KIF20B
vacuolar acidification (GO:0007035)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	ATP6V0B;DMXL1;ATP6V0A2;ATP6V0E2
negative regulation of innate immune response (GO:0045824)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	NLRC5;TNFAIP3;IRAK3;PTPN2
negative regulation of actin filament bundle assembly (GO:0032232)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	PRKN;DLC1;INPP5K;ARHGAP6
negative regulation of ion transport (GO:0043271)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	NEDD4;PACSIN3;INPP5K;SNCA
regulation of anoikis (GO:2000209)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	MYBBP1A;PIK3CA;PDK4;SNAI2
negative regulation of protein depolymerization (GO:1901880)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	LIMA1;PLEKHH2;MID1IP1;HDGFL3
positive regulation of gene silencing by miRNA (GO:2000637)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	ZFP36;AGO2;LIMD1;EIF4G1
negative regulation of telomere maintenance via telomerase (GO:0032211)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	GNL3L;POT1;TERF1;DCP2
covalent chromatin modification (GO:0016569)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	HLCS;MBD1;MBD2;AURKB
steroid hormone mediated signaling pathway (GO:0043401)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	MED14;NR6A1;MED30;ABHD2
heparan sulfate proteoglycan metabolic process (GO:0030201)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	EXT1;NDST1;GLCE;HS2ST1
eye morphogenesis (GO:0048592)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	C12ORF57;AXIN1;NF1;FBN1
negative regulation of interferon-gamma production (GO:0032689)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	AXL;C1QBP;HMGB1;GAS6
chondroitin sulfate biosynthetic process (GO:0030206)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	CSGALNACT1;VCAN;CHST7;CHPF
cell projection assembly (GO:0030031)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	CYFIP1;NCKAP1;RHOBTB3;NEFH
negative regulation of macromolecule biosynthetic process (GO:0010558)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	CIITA;GSTP1;AKR1B1;ASB1
regulation of lipoprotein lipase activity (GO:0051004)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	NR1H2;APOC1;LPL;PCSK6
regulation of calcium ion transmembrane transport (GO:1903169)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	CACNB1;UBASH3B;FYN;CBARP
axon extension (GO:0048675)	4/20	0.596675873573125	1	0	0	0.990834778300718	0.511648489834048	CYFIP1;ALCAM;ULK2;ULK1
Fc receptor signaling pathway (GO:0038093)	36/183	0.598364692212266	1	0	0	0.974591585213821	0.500506242878254	PSMD11;PSMD13;PIK3R1;PSMB10;MALT1;PSMD8;PSMB6;PPP3CA;MAPK9;PSMB5;GRAP2;PSMD2;PSMD3;PSMD1;PSMF1;BTRC;LYN;VAV3;MAP3K1;PDPK1;NFATC2;NFATC1;VAV1;VAV2;PSMB9;FER;PSMC5;PIK3CA;PSMC3;PSMC4;KIT;BTK;CALM1;MS4A2;SOS1;UBA52
protein complex disassembly (GO:0043241)	9/46	0.600229762945389	1	0	0	0.96929489181592	0.494769558694286	VCP;GABARAPL1;MAP1LC3A;FZD5;SNX14;LAMP2;AXIN1;EPG5;CTNNB1
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	9/46	0.600229762945389	1	0	0	0.96929489181592	0.494769558694286	MT-ND6;NDUFA6;NDUFS8;NDUFS6;NDUFA3;NDUFS4;NDUFS3;NDUFC2;NDUFV2
positive regulation of cellular component biogenesis (GO:0044089)	17/87	0.602221809782994	1	0	0	0.9680569673053	0.490930194249198	VCP;SLF1;PDCD6IP;BHLHB9;SMAD3;VPS4B;CLSTN1;SNF8;TERF1;SPIDR;SDCBP;RGCC;HYAL1;TAL1;DLG5;FLOT1;FNIP2
cellular response to oxygen-containing compound (GO:1901701)	54/274	0.602612472630087	1	0	0	0.976370037011657	0.49451282826623	CXCL8;MPV17L;TNFAIP3;RORA;PTPRK;PKD2;RYR3;AQP1;PYCARD;CRHBP;ZFP36;SESN3;PDK4;CAPN2;PDK3;PDK2;DAPK1;NFKBIL1;TESC;TPM1;TNFRSF1B;FAM210B;IMPACT;RRAGC;RRAGD;RAPGEF2;PLAA;NSMF;EPHA3;GPLD1;GSTP1;PXN;HTRA2;AKAP6;MAPK9;PRDX5;GNG2;INPP5K;ROMO1;WNT3;LYN;DMTN;FZD4;NR1H2;AKR1C3;MAPK14;POU4F1;MLXIPL;CPEB1;FER;P2RX4;AXL;PDCD4;CPEB4
mitotic sister chromatid segregation (GO:0000070)	16/82	0.604243228146658	1	0	0	0.966668076390945	0.48698656113911	CEP57;SEH1L;VPS4B;AKAP8L;KIF14;TUBG2;TUBG1;NCAPH;NDC80;HIRA;CEP57L1;CHMP1B;ZW10;NUP62;RRS1;PIBF1
positive regulation of DNA metabolic process (GO:0051054)	16/82	0.604243228146658	1	0	0	0.966668076390945	0.48698656113911	NPM2;EYA1;TGFB3;INSR;HMGB1;BRCA1;AREG;BABAM2;RAD51;RGCC;UIMC1;PDGFC;POT1;PRKD2;CALR;FGFR4
ephrin receptor signaling pathway (GO:0048013)	16/82	0.604243228146658	1	0	0	0.966668076390945	0.48698656113911	VAV3;LYN;YES1;ROCK1;ARPC5;MYL12A;VAV2;EFNA1;SDCBP;SIPA1L1;APH1B;ARPC2;RASA1;FYN;AP2M1;EPHA3
regulation of calcium-mediated signaling (GO:0050848)	8/41	0.604673164525745	1	0	0	0.966668076390945	0.486298993673595	SELENON;P2RX4;TMBIM4;LRRK2;ITPR1;DMD;CALM1;CMKLR1
bicarbonate transport (GO:0015701)	8/41	0.604673164525745	1	0	0	0.966668076390945	0.486298993673595	SLC4A7;CYB5R1;CA1;CA2;SLC4A1;SLC4A2;AQP1;CA13
peptide transport (GO:0015833)	8/41	0.604673164525745	1	0	0	0.966668076390945	0.486298993673595	SEC14L3;ARRDC1;TAP1;HIKESHI;ABCB9;SCAMP1;RILP;CEP290
positive regulation of receptor-mediated endocytosis (GO:0048260)	8/41	0.604673164525745	1	0	0	0.966668076390945	0.486298993673595	CD63;AHI1;ANXA2;ARRB2;LDLRAP1;BICD1;SCYL2;PICALM
regulation of mRNA metabolic process (GO:1903311)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	SRPK2;SAFB2;SUPT6H
nuclear pore organization (GO:0006999)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	NUP93;SEH1L;TMEM170A
epithelial cilium movement (GO:0003351)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	CABYR;DNAAF4;SPA17
positive regulation of potassium ion transmembrane transport (GO:1901381)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	KCNH2;AKAP6;ANO6
ventricular cardiac muscle cell action potential (GO:0086005)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	KCNH2;RYR2;NEDD4L
positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	CDK9;BTBD18;SUPT6H
sodium ion import (GO:0097369)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	SLC9A2;SLC9A7;TRPM4
negative regulation of coagulation (GO:0050819)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	THBD;APOE;TFPI
positive regulation of telomerase RNA localization to Cajal body (GO:1904874)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	CCT3;CCT6A;NOP10
negative regulation of interleukin-2 production (GO:0032703)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	ZFP36;TNFAIP3;HDAC7
nitric oxide mediated signal transduction (GO:0007263)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	APOE;CD36;KLRG1
intra-S DNA damage checkpoint (GO:0031573)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	ATF2;MDC1;HUS1
negative regulation of lipid catabolic process (GO:0050995)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	APOC1;GPLD1;PLIN5
positive regulation of phosphoprotein phosphatase activity (GO:0032516)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	AKAP6;CALM1;CALM2
cellular response to virus (GO:0098586)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	RIOK3;MAPK14;LGALS8
cellular biogenic amine biosynthetic process (GO:0042401)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	SMOX;SAT1;SRM
fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	GCDH;ACOX1;ACADS
regulation of delayed rectifier potassium channel activity (GO:1902259)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	KCNE3;AKAP6;ANK3
sodium ion import across plasma membrane (GO:0098719)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	SLC9A2;SLC9A7;TRPM4
regulation of macrophage chemotaxis (GO:0010758)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	MST1;MTUS1;CMKLR1
positive regulation of cellular response to insulin stimulus (GO:1900078)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	PIK3R3;SORBS1;PIK3R1
negative regulation of platelet activation (GO:0010544)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	THBD;ALOX12;APOE
positive regulation of syncytium formation by plasma membrane fusion (GO:0060143)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	EHD1;FLOT1;MAPK14
positive regulation of double-strand break repair (GO:2000781)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	SLF1;PARP9;SPIDR
protein O-linked fucosylation (GO:0036066)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	ADAMTSL4;B3GLCT;RFNG
negative regulation of protein processing (GO:0010955)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	LRRK2;CTSZ;CHAC1
toll-like receptor 4 signaling pathway (GO:0034142)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	IRAK1;ITGB2;PIK3AP1
positive regulation of potassium ion transport (GO:0043268)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	KCNH2;DLG1;AKAP6
positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	HTRA2;TNFRSF10B;JAK2
negative regulation of anoikis (GO:2000811)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	PIK3CA;PDK4;SNAI2
embryonic axis specification (GO:0000578)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	SMAD2;FZD5;SMAD6
response to X-ray (GO:0010165)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	IKBIP;XRRA1;NUCKS1
protein localization to chromosome, telomeric region (GO:0070198)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	TERT;TNKS;POT1
positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	LYN;CARD9;ARL6IP5
positive regulation of cytokine production involved in immune response (GO:0002720)	3/15	0.608961511055982	1	0	0	0.990834778300718	0.49145426158627	TRIM6;FZD5;MALT1
lipid biosynthetic process (GO:0008610)	14/72	0.609001184185966	1	0	0	0.963311590014587	0.477739997741167	AGPAT5;SREBF1;ABCD3;ACSM3;ACSL1;ACSM1;CYP51A1;LPL;HMGCR;CLN8;LSS;AGPAT4;GPAT4;FADS1
regulation of receptor-mediated endocytosis (GO:0048259)	7/36	0.610102195719348	1	0	0	0.963311590014587	0.476000001811877	LRPAP1;APOC1;FLOT1;BMP2K;LDLRAP1;BICD1;PICALM
muscle cell differentiation (GO:0042692)	7/36	0.610102195719348	1	0	0	0.963311590014587	0.476000001811877	RB1;JAG1;TMEM204;AXIN1;RORA;MAPK12;SYNE1
heart looping (GO:0001947)	7/36	0.610102195719348	1	0	0	0.963311590014587	0.476000001811877	AHI1;MKKS;TBX20;SETDB2;PKD2;BBS4;TGFBR2
ferric iron transport (GO:0015682)	7/36	0.610102195719348	1	0	0	0.963311590014587	0.476000001811877	ATP6V1A;STEAP3;ATP6V0B;ATP6V0A2;ATP6V1B2;ATP6V0E2;ATP6V1F
transferrin transport (GO:0033572)	7/36	0.610102195719348	1	0	0	0.963311590014587	0.476000001811877	ATP6V1A;STEAP3;ATP6V0B;ATP6V0A2;ATP6V1B2;ATP6V0E2;ATP6V1F
regulation of filopodium assembly (GO:0051489)	7/36	0.610102195719348	1	0	0	0.963311590014587	0.476000001811877	DOCK11;DMTN;TGFB3;PALM;FSCN1;FNBP1L;RAB5A
extrinsic apoptotic signaling pathway (GO:0097191)	13/67	0.611826366778727	1	0	0	0.961257620739503	0.472272358652365	MOAP1;SMAD3;SIVA1;PDPK1;CD70;TNFRSF10B;ACVR1B;CASP3;JAK2;IL6R;FGFR3;APPL1;BCL2L1
regulation of actin filament-based process (GO:0032970)	12/62	0.615028568123659	1	0	0	0.958872366097469	0.466094969935418	CNN2;DMTN;ROCK1;LRP1;DLC1;MLST8;ARHGEF19;FSCN1;RHOBTB3;ARHGAP18;EPHA3;RHOB
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	12/62	0.615028568123659	1	0	0	0.958872366097469	0.466094969935418	PRKN;LRRK2;NDUFS3;SNAI1;HTRA2;SNAI2;TXNDC12;HYOU1;YBX3;TRIM32;HSPA1A;BCL2L1
regulation of dendritic spine development (GO:0060998)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	SIPA1L1;LRRK2;DLG5;APOE;PDLIM5;SHANK2
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	ARG2;GSTP1;NFKBIL1;TNFAIP3;IRAK3;GAS6
alpha-amino acid metabolic process (GO:1901605)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	SLC6A8;CPS1;MTHFD1;AADAT;CKB;ASS1
renal water homeostasis (GO:0003091)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	PRKAR2B;PRKAR1A;PRKAR2A;ADCY3;AQP3;AQP1
regulation of protein export from nucleus (GO:0046825)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	BARD1;SP100;AKAP8L;GAS6;SUPT6H;UHMK1
positive regulation of viral genome replication (GO:0045070)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	SRPK2;VAPA;NUCKS1;ADARB1;IFIT1;HACD3
positive regulation of insulin secretion (GO:0032024)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	GLUD1;IRS2;TM7SF3;GPLD1;MCU;TRPM4
termination of RNA polymerase I transcription (GO:0006363)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	CAVIN1;TWISTNB;POLR2H;TTF1;GTF2H3;POLR2K
protein destabilization (GO:0031648)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	PRKN;TMEM147;CTSH;PEX2;BTRC;SNCA
negative regulation of toll-like receptor signaling pathway (GO:0034122)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	LYN;NFKBIL1;TNFAIP3;IRAK3;SMPDL3B;LGR4
negative regulation of blood vessel endothelial cell migration (GO:0043537)	6/31	0.616903646146415	1	0	0	0.958872366097469	0.463176040033429	HDAC5;ANGPT2;RGCC;HMGB1;APOE;FGF2
chloride transmembrane transport (GO:1902476)	11/57	0.618689872063296	1	0	0	0.956068645728763	0.459057456173369	GABRB3;CLCN7;CLCN6;SLC12A4;CLCN5;CLCN4;ANO6;SLC12A6;CLCN3;CLCN2;SLC12A8
protein transport (GO:0015031)	64/326	0.62105659328176	1	0	0	0.972598555387208	0.463280854502881	STEAP3;HIKESHI;VLDLR;RPGR;KIF13A;LAMP2;ARFIP2;TMED2;ARFIP1;TMED1;CD36;TMED7;CEP290;ABCD1;RAB8B;YWHAH;SEC13;ATP6V0B;ARRDC1;PRKCB;STX8;ANK3;SCAMP1;RAB32;STX1B;TBC1D1;RAB31;ADPRH;ATP6V1B2;ATP6V1A;MACF1;TBC1D9B;LRP1;USO1;TIMM13;SNX33;NAPG;RAB40C;MYO6;ATP6V0A2;RAB29;TBC1D14;SNX9;APOE;STX3;TBC1D12;RAB28;ATP6V0E2;RAB6A;TBC1D17;RAB6B;RILP;SPTBN1;ATP6V1F;BBS2;GRTP1;RAB27A;RAB27B;EHD1;TBCK;RAB14;RAB12;RAB18;RAB5A
regulation of calcium ion transport (GO:0051924)	10/52	0.622919359834223	1	0	0	0.952725748366075	0.450961497533305	CD84;P2RX4;HOMER1;WNK3;PACSIN3;SARAF;INPP5K;CTNNB1;IL16;PKD2
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	16/83	0.625113768812155	1	0	0	0.955021473060933	0.448689731512908	APP;DOCK7;AXIN1;LIF;ATP2B4;CREBL2;MAD2L2;TRIM6;CAPRIN2;SPRY2;PRKD2;GAS6;FNIP2;CD44;SNCA;EIF4G1
nucleotide biosynthetic process (GO:0009165)	5/26	0.625712983160337	1	0	0	0.952725748366075	0.446698334993949	RRM2;RRM2B;MTHFD1;ADCY3;GUCY2F
regulation of supramolecular fiber organization (GO:1902903)	5/26	0.625712983160337	1	0	0	0.952725748366075	0.446698334993949	HSPA8;GPX1;TMSB4Y;MAP1A;APOE
regulation of microtubule-based process (GO:0032886)	5/26	0.625712983160337	1	0	0	0.952725748366075	0.446698334993949	ATAT1;MACF1;BICD1;EPHA3;KLHL42
regulation of histone acetylation (GO:0035065)	5/26	0.625712983160337	1	0	0	0.952725748366075	0.446698334993949	FLCN;PAXIP1;TAF7;BRCA1;SNCA
phosphatidylethanolamine acyl-chain remodeling (GO:0036152)	5/26	0.625712983160337	1	0	0	0.952725748366075	0.446698334993949	PLA2G12A;LPCAT4;MBOAT1;MBOAT2;PLA2G6
snRNA 3'-end processing (GO:0034472)	5/26	0.625712983160337	1	0	0	0.952725748366075	0.446698334993949	EXOSC7;EXOSC5;EXOSC4;EXOSC9;INTS2
negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	5/26	0.625712983160337	1	0	0	0.952725748366075	0.446698334993949	GNL3L;TNKS;POT1;TERF1;DCP2
