GO_Biological_Process_2018.Term	GO_Biological_Process_2018.Overlap	GO_Biological_Process_2018.P.value	GO_Biological_Process_2018.Adjusted.P.value	GO_Biological_Process_2018.Old.P.value	GO_Biological_Process_2018.Old.Adjusted.P.value	GO_Biological_Process_2018.Odds.Ratio	GO_Biological_Process_2018.Combined.Score	GO_Biological_Process_2018.Genes
regulation of cell proliferation (GO:0042127)	248/740	0.997417031159113	1	0	0	0.874683896998917	0.00226220411230159	APP;IFITM1;SCX;ADARB1;CCAR1;CRKL;ZNF609;MYC;RPS6KA2;NAMPT;AKT1;CYP1B1;JUNB;IER5;SOX4;TIPIN;RPL23;CLEC11A;P3H1;GTPBP4;EID2;RNF126;CSNK2B;BTK;ATF5;KIF20B;GPLD1;PLPP1;BEX4;CTBP1;PRKDC;TXK;CDCA7;CIAO1;CYP27B1;PDCD10;PDGFC;SSR1;S100A11;MCTS1;LYN;SRPK2;WWTR1;JUN;XRCC6;JAG1;YES1;JUP;XRCC5;INSR;LIF;EIF2AK2;SMARCA2;PTK2;ACER2;GDF9;CCDC88A;AGO3;ACER3;STRN;GRB2;CALR;CDK13;BAP1;BTG3;SLC35F6;BTG2;BTG1;CDKN1B;TGFB1I1;AKR1B1;ASH2L;PTPRJ;CTCF;PTPRK;BRCA1;AREG;CTSH;TIMP1;JAK2;CD33;JAK1;SYK;PRMT1;TESC;RHOG;TET1;EMP2;EMP3;GAB2;SIRT1;CBFA2T3;RHOA;GNL3;NME1;KAT2B;KIT;RARA;HCLS1;SINHCAF;ARHGEF2;CD47;CACUL1;GAS8;HBEGF;KANK2;CDC123;MNT;PAK1;EPCAM;LMNA;HSF1;GCNT2;STX3;CDKN2D;CGREF1;EGLN3;CDKN2B;NPM1;CDKN2C;CDKN2A;WT1;DLC1;ABI1;CTNNB1;HSPA1B;HSPA1A;ATP8A2;CSF1;CD81;PDCD5;IRS2;CIB1;STK11;HMGN5;CCND2;FGF9;GRAP2;PIM2;IL6R;MEN1;MAP2K1;F2R;MATK;ADAM10;TSC2;TSC1;PGF;PIAS1;PRTN3;ROR2;IL6ST;KMT2D;CUL2;NOP2;NPR3;CUL1;FOXO4;PHB;SLC9A3R1;ADGRG1;DDRGK1;TMEM127;NACC1;ABL1;SMYD2;ABL2;TNFRSF14;UTP20;CD164;TGFB1;VDR;TNK2;TNFRSF10A;SMAD6;CNOT6;FER;CNOT7;RGCC;CDK6;BCL6;FES;IL7;BHLHE40;FGFR1OP;NF2;RNF187;EIF4G1;FGFR1;MXD4;CXCL8;FLT4;HP1BP3;PINX1;PTEN;HMGB2;TCIRG1;PKD2;NUP62;WDR6;ITGAV;DIS3L2;EIF5A;KLF10;KLF11;DHPS;PPP2R5C;TNFRSF1B;TGFBR2;IRF1;BIRC6;TNFRSF25;ITGB1BP1;IRF6;SLC25A5;FXN;BIRC2;HDAC4;HDAC2;ZBTB49;LRP5;DBF4B;PPM1D;TOB1;TBRG4;DNAJB2;TBRG1;ERBB3;MXI1;CSK;FYN;HES1;ROMO1;E2F7;FKTN;NTRK1;KDM4C;NOS3;SOD2;PML;CUL4A;TEC;PRC1;PTPN6;FAM98A;LTBR;SLC25A33;PTPN2
regulation of osteoblast differentiation (GO:0045667)	16/69	0.997479417851248	1	0	0	0.605204379410191	0.00152739312470061	ACVR1;HEMGN;IFITM1;ZHX3;SEMA4D;LRP5;LIMD1;RUNX2;PTK2;HDAC7;CDK6;RIOX1;NBR1;IL6ST;IL6R;MEN1
positive regulation of chemokine production (GO:0032722)	6/34	0.997493682650418	1	0	0	0.460578332859961	0.00115580447868437	C5;IL7;LPL;EIF2AK2;HIF1A;IL6R
anterior/posterior pattern specification (GO:0009952)	6/34	0.997493682650418	1	0	0	0.460578332859961	0.00115580447868437	SMAD2;HHEX;WT1;LRP5;CELSR2;LRP6
regulation of catecholamine secretion (GO:0050433)	3/22	0.997495532300061	1	0	0	0.355901439028152	0.000892461696225291	PRKN;GRK2;SNCA
positive regulation of interleukin-10 production (GO:0032733)	3/22	0.997495532300061	1	0	0	0.355901439028152	0.000892461696225291	HMGB1;CD46;PIBF1
proteolysis (GO:0006508)	89/291	0.997678078031157	1	0	0	0.798230260729807	0.00185558347323917	MIPEP;TPSB2;TINAGL1;CTSZ;SPPL2A;IDE;PCSK7;PCSK6;CAPN15;CTSS;SENP6;NPEPPS;SCPEP1;PSMD6;CASP8;ADAMTS3;CTSL;CASP6;ANPEP;CTSK;DDI2;CASP3;CAPN5;RNPEP;LONP1;FBXO3;LONP2;CTSH;CASP2;PMPCA;CTSF;TPSAB1;CTSE;PGPEP1;CTSC;PSENEN;RHBDF1;TPSG1;MME;PRSS57;SENP1;RNF123;MMP15;CLPP;ATG4C;YME1L1;ATG4B;PRTN3;ATG4A;LAP3;UQCRC2;THOP1;TPSD1;CUL7;PSEN2;HTRA2;FURIN;PSEN1;SRI;LRP8;PARL;MALT1;ZMPSTE24;DPP3;APH1A;NLN;NCSTN;PSMB5;DPP8;NAALAD2;TASP1;CTSA;USP25;MBTPS1;GCA;ERAP2;NRDC;TYSND1;LNPEP;PM20D2;SPCS3;SPCS1;BMP1;XPNPEP3;UBE2N;UBA3;TPP1;CPVL;OGT
potassium ion import (GO:0010107)	7/38	0.997693009614976	1	0	0	0.480779136932766	0.00111043421982386	SLC12A2;SLC12A4;ATP1B3;ATP1A1;ATP1B2;SLC12A6;SLC12A9
membrane depolarization during action potential (GO:0086010)	7/38	0.997693009614976	1	0	0	0.480779136932766	0.00111043421982386	KCNH2;CATSPER2;SCN4A;SCN2A;CACNA1H;TPCN2;YWHAH
retina homeostasis (GO:0001895)	7/38	0.997693009614976	1	0	0	0.480779136932766	0.00111043421982386	POTEI;PRDX1;HSPB1;B2M;ACTB;BBS4;ACTG1
positive regulation of JNK cascade (GO:0046330)	18/76	0.997707694400653	1	0	0	0.618144604627843	0.00141860289597859	APP;MAP4K2;GADD45A;FLT4;TNFRSF19;MINK1;HMGB1;TANK;AGER;HIPK2;PAK1;TRAF4;TAOK3;TLR6;LTBR;MAP3K7;MAP3K4;SASH1
negative regulation of response to stimulus (GO:0048585)	34/127	0.997739493244827	1	0	0	0.698725134889915	0.00158126078687407	EPHB6;FLT4;NOD1;SLC30A10;UBASH3B;ERBB3;NLRP2;ZKSCAN3;UBASH3A;EPHB4;SOCS5;ACVR1;LYN;NTRK1;PTPN1;MAP3K3;GGT7;TGFB1;RYK;INSR;VPS13C;CASK;HMGA2;SIRT1;NCOR2;CDK6;RBL1;NCOR1;KIF26A;KIT;TYRO3;ROR2;EPHA3;FGFR1
anion transport (GO:0006820)	12/56	0.997814354594513	1	0	0	0.559273689901381	0.00122371175841098	SLC22A23;SLC22A4;SLC13A4;SLC22A16;SLC17A9;LRRC8C;TSPO;VDAC2;SLC4A1;VDAC1;LRRC8A;LRRC8B
response to lipopolysaccharide (GO:0032496)	43/155	0.997867656926417	1	0	0	0.724048949076627	0.001545569189629	OTUD5;SCARB1;CXCL8;CD80;GSTP1;HMGB2;TNFAIP3;PTPN22;LIAS;CYP27B1;ZFP36;TRIM6;PABPN1;STAP1;TNFRSF14;JAK2;JUNB;SNCA;NANOS1;JUN;GCH1;VDR;NOS3;SLC11A1;NR1H2;F2R;ERBIN;TNFRSF10A;IRAK3;NR1D1;TNFRSF1B;RHOA;FER;CPS1;TNIP1;TNIP2;MAPKAPK2;PDCD4;TNFRSF25;LTBR;TRIB1;CACTIN;IFNAR1
anterior/posterior axis specification (GO:0009948)	2/18	0.997968163371422	1	0	0	0.28999376513405	0.000589819365476147	FZD5;DDIT3
heart trabecula morphogenesis (GO:0061384)	2/18	0.997968163371422	1	0	0	0.28999376513405	0.000589819365476147	FKBP1A;RBPJ
positive regulation of stress-activated MAPK cascade (GO:0032874)	19/80	0.998071238243026	1	0	0	0.619861672974031	0.00119671995464095	APP;MAP4K2;PRMT1;GADD45A;FLT4;TNFRSF19;MINK1;SEMA4C;EIF2AK2;HMGB1;AGER;HIPK2;TRAF4;TAOK3;PDCD10;STK25;LTBR;MAP3K4;SASH1
regulation of neurotransmitter transport (GO:0051588)	1/13	0.998130363346042	1	0	0	0.200764914323573	0.000375708771638046	FMR1
regulation of fibrinolysis (GO:0051917)	1/13	0.998130363346042	1	0	0	0.200764914323573	0.000375708771638046	THBD
synaptic vesicle cycle (GO:0099504)	1/13	0.998130363346042	1	0	0	0.200764914323573	0.000375708771638046	RAB3A
negative regulation of voltage-gated calcium channel activity (GO:1901386)	1/13	0.998130363346042	1	0	0	0.200764914323573	0.000375708771638046	FMR1
regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	1/13	0.998130363346042	1	0	0	0.200764914323573	0.000375708771638046	CD84
regulation of neurotransmitter secretion (GO:0046928)	4/27	0.998160792294465	1	0	0	0.386658353512066	0.000711799797859793	STX1B;FMR1;LRRK2;SLC30A1
cardiac muscle cell development (GO:0055013)	4/27	0.998160792294465	1	0	0	0.386658353512066	0.000711799797859793	CXADR;MYH11;MYOM2;MYLK3
regulation of synapse assembly (GO:0051963)	6/35	0.998214145018629	1	0	0	0.447418951921105	0.00079973968633871	ROBO2;CLSTN3;CLSTN1;VPS35;SNCA;EIF4G1
positive regulation of osteoblast differentiation (GO:0045669)	6/35	0.998214145018629	1	0	0	0.447418951921105	0.00079973968633871	ACVR1;IFITM1;ZHX3;IL6ST;IL6R;RUNX2
positive regulation of endothelial cell proliferation (GO:0001938)	15/67	0.998219809375182	1	0	0	0.584315795419354	0.00104112047258507	STAT5A;EGFL7;PDCD6;FLT4;HMGB2;PRKCA;HMGB1;SIRT1;HIF1A;PGF;MYDGF;SP1;AKT1;AGGF1;FGFR1
vitamin transport (GO:0051180)	3/23	0.998319502738065	1	0	0	0.340427463418232	0.000572568655051535	SCARB1;SLC46A1;SLC25A32
regulation of smooth muscle contraction (GO:0006940)	3/23	0.998319502738065	1	0	0	0.340427463418232	0.000572568655051535	CTTN;F2R;PLCE1
cell-cell adhesion mediated by cadherin (GO:0044331)	3/23	0.998319502738065	1	0	0	0.340427463418232	0.000572568655051535	CDH6;FER;CDH1
regulation of bone mineralization (GO:0030500)	10/50	0.998365177118165	1	0	0	0.521988777241289	0.000854057503841914	ACVR1;P2RX7;CYP27B1;TGFB1;ANKH;NBR1;BMP2K;TXLNG;ANO6;BCOR
positive regulation of JAK-STAT cascade (GO:0046427)	14/64	0.998397699617756	1	0	0	0.57092522510766	0.000915527377387643	LYN;F2R;STAT3;LIF;PARP9;PARP14;KIT;CYP1B1;HCLS1;HES1;JAK2;IL6ST;IL6R;PIBF1
axon development (GO:0061564)	23/94	0.998459757479963	1	0	0	0.638603291305833	0.000984362215729098	LINGO2;APP;RAB3A;MAP1S;RYK;LRRN2;DOCK7;OMG;RTN4RL2;ANK3;BAIAP2;ARHGAP35;RTN4;PARD6B;LRFN4;CDK5;PARD3;MAP1B;MAP1A;OGN;S100A6;NEFH;ZPR1
positive regulation of interleukin-6 production (GO:0032755)	8/43	0.998481297120546	1	0	0	0.485570955573292	0.000737998550625212	DHX9;F2R;MBP;HMGB1;ARHGEF2;TLR6;IL6R;MYD88
positive regulation of interferon-gamma production (GO:0032729)	8/43	0.998481297120546	1	0	0	0.485570955573292	0.000737998550625212	FAM49B;FZD5;TXK;SLC11A1;CEBPG;PTPN22;FADD;ZP3
sensory perception of light stimulus (GO:0050953)	19/81	0.998487797473555	1	0	0	0.612209059727438	0.000926484779832397	BBS2;SLC24A1;OAT;RGS16;EYA3;PITPNA;CRYBA4;GUCY2F;MYO9A;EML2;BEST1;RPGR;CRYZ;ATXN7;OPA3;RDH10;CYP1B1;KIFC3;DRAM2
male gamete generation (GO:0048232)	42/154	0.998537658594864	1	0	0	0.711802878056304	0.00104166063838113	PIWIL2;NDRG3;MYCBP;MCM8;SYCP1;SHCBP1L;PRKAG1;UBR2;ARNTL;HERC4;METTL14;ING2;RACGAP1;RUVBL1;SOHLH2;TRIM27;SPA17;RPL39L;KDM2B;UBE2B;USP9Y;METTL3;STYX;TDRD7;PUM1;ZNF35;REC8;WDR33;TSGA10;NR6A1;SPATA32;IFT81;XRN2;KIT;TYRO3;C14ORF39;TESMIN;TRIP13;CFAP54;CLOCK;LGR4;FAM50A
positive regulation of T cell activation (GO:0050870)	15/68	0.998632500832192	1	0	0	0.575722916074951	0.00078783941635293	FAM49B;ANXA1;TFRC;CD80;DOCK8;CCDC88B;PNP;IL7;PRKCQ;NCKAP1L;CD47;IL6ST;CD46;ZP3;NCK1
positive regulation of tumor necrosis factor production (GO:0032760)	9/47	0.99863558469434	1	0	0	0.499776488848043	0.000682368313610944	SPN;ARFGEF2;FZD5;DHX9;HSPB1;FADD;ARHGEF2;JAK2;HLA-E
positive regulation of cell motility (GO:2000147)	50/179	0.998674793925023	1	0	0	0.7290346050856	0.000966761808416089	RIPOR1;CSF1;CIB1;CCAR1;CTSH;CPNE3;GTSE1;ACVR1;SUN2;F2R;ADAM10;PRKCA;PTP4A1;RUFY3;MYADM;NUMB;ROR2;PHPT1;MAPRE1;CBLL1;HBEGF;CD151;SEMA3G;SEMA3E;NTN1;FAM83H;PAK1;PDCD10;DDRGK1;PDGFC;GCNT2;CARMIL1;TGFB1;HSPA5;CAVIN1;SEMA4D;INSR;SEMA4C;ELP1;LAMB1;ELP3;SOD2;PTK2;FER;TRIP6;SNAI1;FGFR1OP;SPRY2;TRIM32;BCAR1
negative regulation of smoothened signaling pathway (GO:0045879)	2/19	0.99868247845182	1	0	0	0.274730935390152	0.000362202584612329	MGRN1;MEGF8
muscle tissue morphogenesis (GO:0060415)	2/19	0.99868247845182	1	0	0	0.274730935390152	0.000362202584612329	TBX20;MYOM2
endocardial cushion development (GO:0003197)	2/19	0.99868247845182	1	0	0	0.274730935390152	0.000362202584612329	ACVR1;TBX20
positive regulation of epithelial cell differentiation (GO:0030858)	2/19	0.99868247845182	1	0	0	0.274730935390152	0.000362202584612329	AHI1;BTG1
regulation of myotube differentiation (GO:0010830)	2/19	0.99868247845182	1	0	0	0.274730935390152	0.000362202584612329	HDAC4;HDAC5
muscle cell differentiation (GO:0042692)	6/36	0.998732309903773	1	0	0	0.434990647701074	0.000551783155004123	JAG1;KDM1A;GLMN;SEMA4C;RORA;SYNE1
lymphocyte proliferation (GO:0046651)	6/36	0.998732309903773	1	0	0	0.434990647701074	0.000551783155004123	HELLS;CR2;ELF4;BCL2;MSN;PIK3CG
sodium ion transmembrane transport (GO:0035725)	6/36	0.998732309903773	1	0	0	0.434990647701074	0.000551783155004123	SLC12A2;ANO6;SCN4A;PKD2;KCNK1;SCN2A
cardiac muscle tissue morphogenesis (GO:0055008)	6/36	0.998732309903773	1	0	0	0.434990647701074	0.000551783155004123	FKBP1A;TGFB1;TBX20;TPM1;TNNI3;MYOM2
glutamate receptor signaling pathway (GO:0007215)	6/36	0.998732309903773	1	0	0	0.434990647701074	0.000551783155004123	APP;GRIN2A;HOMER2;FMR1;GNAQ;CPEB4
cardiac muscle tissue development (GO:0048738)	6/36	0.998732309903773	1	0	0	0.434990647701074	0.000551783155004123	KDM6B;AKAP13;TBX20;TAZ;NDUFV2;MYOM2
arachidonic acid metabolic process (GO:0019369)	10/51	0.998788000987978	1	0	0	0.511753703177735	0.000620621154780523	CBR1;HPGDS;PTGES2;PNPLA8;PTGES3;CYP1B1;PLA2G4A;ALOX12;CYP2E1;PTGS1
regulation of cytokine production (GO:0001817)	27/108	0.998801642117904	1	0	0	0.652485971551612	0.000782380586622215	NOD1;DDX41;BTNL10;AGPAT2;RPS6KA4;TBK1;UBB;NLRP2;FLOT1;IGF2BP1;IGF2BP3;CSK;ERMAP;LYN;ANXA1;BTN2A2;BTN3A1;BTN2A1;SLC11A1;EIF2AK2;BTN3A2;CCDC88B;TWSG1;TRAF3;MAPKAPK2;ACKR1;TRIM32
positive regulation of cytokine biosynthetic process (GO:0042108)	7/40	0.998803270833711	1	0	0	0.456740180086128	0.000546921618764072	SPN;CD80;CEBPG;GLMN;HSPB1;BCL10;TLR6
pancreas development (GO:0031016)	1/14	0.99884631331006	1	0	0	0.18642456330046	0.000215199697753907	SELENOT
monosaccharide transport (GO:0015749)	1/14	0.99884631331006	1	0	0	0.18642456330046	0.000215199697753907	SLC50A1
regulation of interferon-gamma biosynthetic process (GO:0045072)	1/14	0.99884631331006	1	0	0	0.18642456330046	0.000215199697753907	CEBPG
positive regulation of osteoclast differentiation (GO:0045672)	1/14	0.99884631331006	1	0	0	0.18642456330046	0.000215199697753907	CSF1
positive regulation of myoblast differentiation (GO:0045663)	1/14	0.99884631331006	1	0	0	0.18642456330046	0.000215199697753907	BTG1
axoneme assembly (GO:0035082)	3/24	0.998875897383525	1	0	0	0.326242985775806	0.000366936869925443	DNAAF2;TOGARAM1;MAPRE2
regulation of AMPA receptor activity (GO:2000311)	3/24	0.998875897383525	1	0	0	0.326242985775806	0.000366936869925443	MINK1;SHISA7;SHANK2
mammary gland development (GO:0030879)	3/24	0.998875897383525	1	0	0	0.326242985775806	0.000366936869925443	GPAT4;JAK2;ARHGAP35
positive regulation of interleukin-8 production (GO:0032757)	8/44	0.998896565088788	1	0	0	0.474535252037536	0.000523907866000866	DDIT3;F2R;BCL10;PARK7;FADD;CD58;HSPA1B;HSPA1A
heart contraction (GO:0060047)	8/44	0.998896565088788	1	0	0	0.474535252037536	0.000523907866000866	KCNH2;MYL4;RYR2;GRK2;TPM1;TNNI3;DMD;TAZ
regulation of endothelial cell proliferation (GO:0001936)	18/79	0.998912471800867	1	0	0	0.594670758882481	0.000647073138437191	STAT5A;EGFL7;CAV2;STAT1;PDCD6;FLT4;HMGB2;PRKCA;SIRT1;HIF1A;PGF;MYDGF;RGCC;KRIT1;NF1;AKT1;AGGF1;APOE
spermatogenesis (GO:0007283)	41/153	0.999013442965437	1	0	0	0.699396727676237	0.000690335345254206	PIWIL2;NDRG3;MYCBP;SYCP1;SHCBP1L;PRKAG1;UBR2;ARNTL;HERC4;METTL14;ING2;RACGAP1;RUVBL1;SOHLH2;TRIM27;SPA17;RPL39L;KDM2B;UBE2B;USP9Y;METTL3;STYX;TDRD7;PUM1;ZNF35;REC8;WDR33;TSGA10;NR6A1;SPATA32;IFT81;XRN2;KIT;TYRO3;C14ORF39;TESMIN;TRIP13;CFAP54;CLOCK;LGR4;FAM50A
chemical synaptic transmission, postsynaptic (GO:0099565)	5/33	0.999095951948375	1	0	0	0.395446043364613	0.000357663922083594	GSK3A;GRIN2A;LRRK2;AKT1;RAB3GAP1
regulation of postsynaptic membrane potential (GO:0060078)	5/33	0.999095951948375	1	0	0	0.395446043364613	0.000357663922083594	GSK3A;GRIN2A;LRRK2;AKT1;RAB3GAP1
regulation of regulated secretory pathway (GO:1903305)	6/37	0.99910324882891	1	0	0	0.423234143709154	0.000379705990369183	RAB3A;SYTL1;RAB27A;UNC13D;SYTL3;SYTL2
respiratory system development (GO:0060541)	4/29	0.999138097914093	1	0	0	0.359992260166406	0.000310411871492323	SMCHD1;WT1;CHD7;LOXL3
cardiac muscle cell action potential (GO:0086001)	4/29	0.999138097914093	1	0	0	0.359992260166406	0.000310411871492323	YWHAE;KCNH2;DMD;ATP1A1
striated muscle cell development (GO:0055002)	2/20	0.999147364995561	1	0	0	0.260994388620645	0.00022262787535293	TMOD1;DMD
antigen receptor-mediated signaling pathway (GO:0050851)	75/257	0.999174375792483	1	0	0	0.761656776130286	0.000629102008867252	DENND1B;UBE2D1;PTPRJ;PTPN22;PIK3CB;PSMD8;IKBKB;PSMD9;PSMD6;PSMD2;GRAP2;PSMD3;PSMD1;EIF2B1;ERMAP;MAP3K7;SKP1;NCK1;VAV3;BTN3A1;SYK;PRKCB;RIPK2;BTN3A2;PSMA5;PSMA3;PSMA4;PSME3;PSME4;BTK;PRKCQ;LCP2;UBE2V1;PSMD10;STOML2;PSMD14;PSMD13;TXK;CUL1;PIK3R1;BCL10;BTNL10;PSMB10;MALT1;PSMB6;PAK1;PSMB5;PSMB2;UBB;PSMB3;INPP5D;PLCG2;NCKAP1L;CSK;FYN;PLCG1;PSMF1;PAK2;EIF2B5;EIF2B3;PLEKHA1;BTN2A2;BTN2A1;RFTN1;PSMB8;PSMB9;PSMC5;PSMC6;TEC;PSMC2;UBE2N;BCL2;TAB2;BCAR1;SPG21
chordate embryonic development (GO:0043009)	11/56	0.999205878042482	1	0	0	0.512667549076266	0.00040728229494711	FLCN;PTPRR;FUT8;TGFB1;CHD7;ADAM10;BRCA1;PKD2;PKD1;SULF2;FGFR1
regulation of secretion by cell (GO:1903530)	11/56	0.999205878042482	1	0	0	0.512667549076266	0.00040728229494711	RHBDF1;VAMP8;RAB21;RALA;RAB3A;ANXA1;FMR1;P3H1;ARFIP1;RAB8B;STXBP5L
calcium ion homeostasis (GO:0055074)	20/87	0.999219338734758	1	0	0	0.599987100277344	0.000468569609709518	RYR2;SLC24A1;STOML2;SLC24A3;ATP2B4;ATP2A2;RMDN3;SLC30A1;ATP2B1;ATP2C1;TPCN2;TMEM165;SELENON;CYP27B1;VAPB;TNNI3;ATP13A2;FAM20A;ATP13A3;CALR
transmembrane transport (GO:0055085)	116/378	0.99924653420058	1	0	0	0.800935160846423	0.00060370471525028	SCARB1;AQP1;BEST1;PSMD8;PSMD9;PSMD6;PSMD2;PSMD3;PSMD1;ATP6V1E1;RALBP1;ATP6V0E1;ATP11C;TAP1;ATP11B;ATP1B3;ATP1B2;PSME3;PSME4;ABCG2;SLC22A4;ATP6V1A;PSMD10;ABCB6;CHRNA5;PSMD14;ABCB7;PSMD13;SEL1L;NEDD4L;ABCB9;ANKH;UBB;ATP6V0A2;PSMF1;ATP6V1C1;ATP6V0A1;ABCA5;ATP8B2;SLC33A1;ERLIN1;ABCA7;ERLIN2;EIF2S2;CALHM6;EIF2S3;GABRB3;MRS2;ABCD4;RYR2;ABCD3;SLC44A1;SLC44A2;ATP2A2;TCIRG1;ABCC10;RYR3;MFSD9;ATP7B;SLC22A16;ANXA6;ATP7A;ATP6V0B;ABCC1;ABCC2;TSC22D3;ABCC5;NIPA1;ANO6;ANO5;PSMA5;SLC22A23;PSMA3;PSMA4;PEX3;ATP6V1B2;ATP10D;DERL1;ATP1A1;ATP2C1;ADD3;CLCN2;PSMB10;ADD2;PSMB6;ERLEC1;PSMB5;PSMB2;SLC17A9;PSMB3;UCP2;LRRC8C;ANO10;LRRC8A;LRRC8B;DMTN;ATP2B4;WWP1;CTNS;ATP2B1;PSMB8;TPCN2;PSMB9;P2RX7;MFSD14B;PSMC5;CLCN5;P2RX5;PSMC6;P2RX4;CLCN4;P2RX1;PSMC2;FKBP1B;ATP13A2;SLC28A3
positive regulation of interleukin-12 production (GO:0032735)	3/25	0.999250107601252	1	0	0	0.313193266344774	0.000234949354152543	RIPK2;HMGB1;AGER
cilium movement (GO:0003341)	9/49	0.99926896232047	1	0	0	0.479377448486898	0.000350571133533182	DNAH1;DNHD1;LRRC6;SPA17;WDR78;CFAP54;CFAP53;GAS8;CCDC183
positive regulation of mesonephros development (GO:0061213)	1/15	0.999287765662359	1	0	0	0.17399625908043	0.000123970263519944	WT1
G-protein coupled glutamate receptor signaling pathway (GO:0007216)	1/15	0.999287765662359	1	0	0	0.17399625908043	0.000123970263519944	HOMER2
retinoic acid metabolic process (GO:0042573)	1/15	0.999287765662359	1	0	0	0.17399625908043	0.000123970263519944	SCPEP1
septin ring assembly (GO:0000921)	1/15	0.999287765662359	1	0	0	0.17399625908043	0.000123970263519944	ANLN
positive regulation of vasoconstriction (GO:0045907)	1/15	0.999287765662359	1	0	0	0.17399625908043	0.000123970263519944	F2R
nucleosome assembly (GO:0006334)	12/60	0.999300994613227	1	0	0	0.521988777241289	0.00036500055066928	HIRA;NPM1;SART3;NASP;GRWD1;ATRX;HAT1;HMGB2;ANP32B;CENPA;ASF1A;CABIN1
cellular response to lipopolysaccharide (GO:0071222)	21/91	0.999338876853374	1	0	0	0.602294742970718	0.000398322680354119	LYN;CXCL8;TGFB1;VDR;CD80;GSTP1;NR1H2;HMGB2;TNFAIP3;PTPN22;NR1D1;TNFRSF1B;RHOA;MTDH;ZFP36;PABPN1;TNIP1;TNIP2;PDCD4;STAP1;CACTIN
embryonic organ development (GO:0048568)	10/53	0.99934032417035	1	0	0	0.492442242680462	0.000324959440727542	TEAD4;CXCL8;TGFB1;TAL1;KIT;RARA;RBPJ;TEAD1;GTPBP3;TGFBR2
positive regulation of lymphocyte proliferation (GO:0050671)	15/71	0.999391129227729	1	0	0	0.551396595677418	0.00033583152041477	VAV3;ANXA1;TFRC;CD81;CD80;IRS2;CCDC88B;PNP;IL7;BCL2;NCKAP1L;IL6ST;CD46;ZP3;NCK1
epoxygenase P450 pathway (GO:0019373)	2/21	0.99944906684567	1	0	0	0.248566084400614	0.000136981034100515	CYP1B1;CYP2E1
regulation of ion transport (GO:0043269)	9/50	0.999467322339325	1	0	0	0.46978989951716	0.000250313258744339	PRKN;PXK;CA2;SLC30A5;NEDD4;NEDD4L;WWP2;SNCA;RAB11B
positive regulation of synapse assembly (GO:0051965)	3/26	0.999500863427539	1	0	0	0.301147371485359	0.000150351192820631	CLSTN3;CLSTN1;AGRN
regulation of MAPK cascade (GO:0043408)	56/203	0.999514683266483	1	0	0	0.719984520332813	0.000349505352850578	EPHB6;FLT4;ULK4;APIP;HMGB1;MYDGF;SPRED1;TRIM5;DAG1;EPHB4;MAP2K1;DUSP3;MAP2K2;SYK;KSR1;DUSP1;F2R;TNFRSF1B;KIT;TYRO3;TRIB3;TNFRSF25;ROR2;TRIB1;TRIB2;EPHA3;PSMD10;PHLPP1;GSTP1;PAK1;DHX33;ERBB3;MAPK1;PAK2;PAK4;LYN;NTRK1;GDF11;TGFB1;RYK;GDF15;CAV2;INSR;STYX;LIF;BMP8B;TNFRSF10A;P2RX7;GDF9;NBR1;NF1;PTPN6;CDK12;LAMTOR1;LTBR;FGFR1
regulation of systemic arterial blood pressure by hormone (GO:0001990)	1/16	0.999559947131048	1	0	0	0.163121492887903	7.17978795233965e-05	NOS3
myoblast differentiation (GO:0045445)	1/16	0.999559947131048	1	0	0	0.163121492887903	7.17978795233965e-05	JAG1
fibrinolysis (GO:0042730)	1/16	0.999559947131048	1	0	0	0.163121492887903	7.17978795233965e-05	PLAUR
regulation of heart rate by cardiac conduction (GO:0086091)	5/35	0.999565125272287	1	0	0	0.372849126600921	0.000162177928506231	YWHAE;KCNH2;JUP;AKAP9;DSG2
response to interleukin-1 (GO:0070555)	16/76	0.999599826950118	1	0	0	0.549461870780305	0.000219923839356444	HDAC4;CXCL8;USP10;YTHDC2;IRAK3;PRKCA;TANK;HIF1A;MYLK3;HYAL1;IRAK2;HYAL3;CACTIN;RBMX;MYD88;SNCA
sarcomere organization (GO:0045214)	4/31	0.999600569397887	1	0	0	0.336766953058896	0.0001345418986971	WDR1;TPM1;MYOM2;MYLK3
positive regulation of bone mineralization (GO:0030501)	4/31	0.999600569397887	1	0	0	0.336766953058896	0.0001345418986971	ACVR1;P2RX7;TGFB1;ANO6
neuron differentiation (GO:0030182)	35/139	0.999628532010171	1	0	0	0.657180115231839	0.000244166729231019	UNC119B;MTPN;ATP8A2;FMR1;PCSK9;HS6ST1;LRP6;CASP3;ADNP2;SKIL;SOX4;IER2;MAP2K1;FZD3;FZD5;FZD4;RYK;THOC2;EPOP;CCSAP;RUNX2;RUNX1;ISL2;NIF3L1;CDK5;WNK1;ID2;DDIT4;ID1;ERCC2;PPT1;ID4;UNC119;ID3;CTNNB1
